quality,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001248.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001261.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001269.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001282.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001283.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001287.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001290.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001299.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001653.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001660.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001664.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001667.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001669.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001671.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001674.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001682.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001588.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001604.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001609.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001611.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001612.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001628.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001632.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001650.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001530.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001538.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001539.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001545.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001559.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001562.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001573.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001576.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001472.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001487.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001502.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001505.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001509.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001514.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001522.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001524.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001884.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001897.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001904.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001909.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001922.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001926.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001927.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001933.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001824.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001830.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001834.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001844.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001852.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001870.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001874.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001877.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001759.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001766.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001770.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001774.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001798.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001810.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001813.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001822.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001690.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001691.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001698.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001707.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001719.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001744.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001747.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001754.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002107.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002111.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002143.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002145.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002148.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002149.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002151.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002153.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002049.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002050.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002067.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002069.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002075.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002085.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002102.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002104.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002017.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002020.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002023.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002026.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002034.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002042.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002046.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002047.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001946.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001962.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001966.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001978.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001984.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__001987.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002012.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002016.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002337.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002360.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002362.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002371.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002375.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002385.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002388.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002394.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002291.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002299.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002311.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002315.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002321.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002325.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002331.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002334.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002252.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002255.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002257.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002261.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002262.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002263.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002271.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002280.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002197.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002199.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002213.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002214.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002216.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002219.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002232.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002251.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000049.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000058.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000062.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000064.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000067.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000087.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000089.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000101.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000009.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000012.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000014.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000015.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000017.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000019.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000021.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000045.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002460.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002462.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002470.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002473.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002475.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002477.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002482.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002492.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002399.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002407.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002412.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002418.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002422.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002430.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002456.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds1__platsim_ar_pico_banana_9gb-V__originali__root__002459.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000346.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000364.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000365.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000370.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000372.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000381.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000388.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000401.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000291.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000297.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000302.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000306.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000312.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000315.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000322.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000324.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000198.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000199.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000239.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000242.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000249.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000252.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000262.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000267.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000102.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000104.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000113.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000120.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000122.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000171.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000192.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000193.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000545.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000546.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000549.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000552.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000556.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
